"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtactiveqt.examples/activeqt/comapp",0,155,0.116129032828304,4,18,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,1,1,0,0,9,0,9,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/dotnet/walkthrough",0,83,0.0963855432573668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtactiveqt"
"qtactiveqt.examples/activeqt/dotnet/wrapper",0,29,0.103448278953627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtactiveqt"
"qtactiveqt.examples/activeqt/dotnet/wrapper/lib",0,72,0.125000001215278,4,108,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/hierarchy",0,86,0.104651163831801,4,54,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/menus",0,136,0.10294117713019,4,54,0,2,0,2,0.75,1,1,1,5,0,5,1,0,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/multiple",0,75,0.106666667857778,4,54,0,2,0,2,0.75,1,1,1,5,0,5,1,0,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/opengl",0,199,0.0804020105123608,4,90,0,2,0,2,0.75,1,1,1,5,0,5,1,0,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/qutlook",0,216,0.143518518915038,5,58,1,3,0,3,0.6,1,1,1,6,0,6,1,1,2,3,18.3356807511737,66.0494792307226,0.00704225352112676,0.0543476015014291,1,1,0,0,10,0,10,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/simple",0,70,0.11428571555102,4,18,0,2,0,2,0.75,1,1,1,5,0,5,1,0,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/webbrowser",0,120,0.158333334034722,4,36,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.examples/activeqt/wrapper",0,100,0.27000000073,4,18,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,8,0,8,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.src/activeqt/container",1,6293,0.218655649146374,38,1709,7,17,9,8,0.184210526315789,0.981582126064185,1,1,20,12,8,1,7,7,8,315.265275049116,3594.63938312397,0.045,0.148547116389671,5,9,0.0526315789473684,0.0675837320574163,31,17,14,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.src/activeqt/control",2,4819,0.224320398439006,27,551,5,16,11,5,0.259259259259259,0.94851264489635,1,1,20,11,9,1,4,4,8,177.629107981221,2342.61955305546,0.0555555555555556,0.172820432266111,10,12,0.037037037037037,0.0625798212005109,33,16,17,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.src/activeqt/doc/snippets",0,325,0.26153846176568,2,883,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,62.4884106473133,62.4884106473133,0.00830355463607297,0.00830355463607297,0,0,0,0,12,0,12,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.src/activeqt/shared",1,1258,0.247217806101175,15,753,4,11,0,11,0.2,0.986735095693132,1,1,13,0,13,1,3,3,4,122.333333333333,3488.49251696618,0.0175438596491228,0.0621578041398424,0,0,0.0333333333333333,0.0458333333333333,26,12,14,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.src/tools/idc",0,264,0.238636363924759,4,54,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,1,1,0,0,9,0,9,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.tools/dumpcpp",0,1360,0.190441176530115,16,847,4,9,0,9,0.1875,1,1,1,10,0,10,1,5,2,5,303.392291178148,12525.4466040532,0.0235326688815061,0.0735590638460333,0,0,0.125,0.108552631578947,13,2,11,1,0,1,1,1,1,"qtactiveqt"
"qtactiveqt.tools/dumpdoc",0,91,0.186813187706799,4,54,0,2,0,2,0.75,1,1,1,5,0,5,1,1,1,2,71.2453051643192,80.2701823717365,0.00704225352112676,0.00543450187678639,0,0,0,0,10,0,10,1,0,1,1,1,1,"qtactiveqt"
"qtbase.doc/src/snippets/code",1,152,0.0328947374783587,39,24051,0,20,12,8,0.307692307692308,0.989469553962105,1,1,31,23,10,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,22,26,0,0.0292467948717949,51,35,16,0.96969696969697,0,1,0.977582498226906,0.96969696969697,0.908733960757566,"qtbase"
"qtbase.doc/src/snippets/pointer",0,9,0.222222230864197,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.doc/src/snippets/quiloader",0,30,0.133333336222222,4,36,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.doc/src/snippets/qx11embedcontainer",0,18,0.111111116049383,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.doc/src/snippets/qx11embedwidget",0,13,0.15384616035503,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/dbus/chat",0,121,0.132231405675842,1,244,0,1,0,1,1,1,1,1,2,0,2,1,0,0,0,63.7581967213115,63.7581967213115,0.00409836065573771,0.00409836065573771,0,0,0,0,8,0,8,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.examples/dbus/complexpingpong",0,122,0.196721312133835,5,96,0,3,0,3,0.6,1,1,1,6,0,6,1,3,4,2,2.92959446411329,1637.34766725977,0.000149432157800359,0.0250908917742834,0,0,0,0,13,0,13,1,0,1,1,0.666666666666667,0.744047619047619,"qtbase"
"qtbase.examples/dbus/listnames",0,38,0.157894739058172,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/dbus/pingpong",0,53,0.169811322321111,5,74,0,3,0,3,0.6,1,1,1,6,0,6,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,13,0,13,1,0,1,1,0.666666666666667,0.744047619047619,"qtbase"
"qtbase.examples/dbus/remotecontrolledcar/car",0,115,0.113043479032136,7,286,0,4,0,4,0.428571428571429,0.985042092335901,1,1,10,0,10,1,2,4,2,5.75702275134448,1375.24342642018,0.000150473654657755,0.0301683357378288,0,0,0,0.0408163265306122,14,0,14,1,0,1,1,0.666666666666667,0.773809523809524,"qtbase"
"qtbase.examples/dbus/remotecontrolledcar/controller",0,55,0.145454547008264,7,275,1,4,0,4,0.428571428571429,1,1,1,7,0,7,1,3,4,2,5.75702275134448,3504.42513938314,0.000150473654657755,0.0625757431452362,0,0,0,0.0408163265306122,11,0,11,1,0,1,1,0.666666666666667,0.791666666666667,"qtbase"
"qtbase.examples/embedded/digiflip",0,295,0.132203390124677,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,2,2,0,0,11,0,11,1,0,1,1,0.666666666666667,0.70952380952381,"qtbase"
"qtbase.examples/embedded/flickable",0,376,0.186170212982402,4,162,0,2,0,2,0.75,1,1,1,4,0,4,1,0,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,2,2,0,0,11,0,11,1,0,1,1,0.666666666666667,0.70952380952381,"qtbase"
"qtbase.examples/embedded/flightinfo",0,270,0.159259259570645,5,70,1,3,0,3,0.6,1,1,1,6,0,6,1,2,4,1,2.92959446411329,13.2955839264394,0.000149432157800359,0.0125908917742834,2,2,0,0,14,0,14,1,0,1,1,0.666666666666667,0.745833333333333,"qtbase"
"qtbase.examples/embedded/lightmaps",0,491,0.142566191620659,6,387,1,4,0,4,0.5,0.988662078864511,1,1,6,0,6,1,1,4,1,5.75702275134448,37.8707412349958,0.000150473654657755,0.0605332594851055,2,2,0,0,16,0,16,1,0,1,1,0.8,0.809469696969697,"qtbase"
"qtbase.examples/embedded/raycasting",0,265,0.188679245589178,5,58,0,3,0,3,0.6,1,1,1,4,0,4,1,3,4,1,2.92959446411329,186.127296889402,0.000149432157800359,0.00749829918169085,2,2,0,0,12,0,12,1,0,1,1,0.666666666666667,0.745833333333333,"qtbase"
"qtbase.examples/embedded/styleexample",0,70,0.157142858346939,4,164,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,13,0,13,1,0,1,1,0.666666666666667,0.779166666666667,"qtbase"
"qtbase.examples/gestures/imagegestures",0,257,0.171206226003422,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/gui/analogclock",0,71,0.11267605758778,3,174,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,1,1,0,119.250216013825,172.517845886343,0.00223214285714286,0.00156476297457492,0,0,0,0,10,0,10,1,0,1,1,0.9375,0.841666666666667,"qtbase"
"qtbase.examples/gui/openglwindow",0,200,0.1250000004375,2,467,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,300.960084957883,300.960084957883,0.00116266461221432,0.00116266461221432,0,0,0,0,9,0,9,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.examples/gui/rasterwindow",0,77,0.168831169910609,3,285,0,2,0,2,0.666666666666667,0.991135616519784,1,1,4,0,4,1,1,1,0,398.275798525799,2829.36777388174,0.00245700245700246,0.167487382022194,0,0,0,0,8,0,8,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.examples/ipc/localfortuneclient",0,124,0.112903226521852,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/ipc/localfortuneserver",0,78,0.0384615396942801,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,3,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/ipc/sharedmemory",0,82,0.121951220582986,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,11,0,11,1,0,1,1,0.666666666666667,0.701388888888889,"qtbase"
"qtbase.examples/network/bearermonitor",0,413,0.186440678163089,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/blockingfortuneclient",0,211,0.11374407624941,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/broadcastreceiver",0,56,0.0892857159119898,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,0,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/broadcastsender",0,66,0.0757575771579431,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/dnslookup",0,96,0.19791666750217,4,240,0,4,0,4,0.25,0.975614963150836,1,1,10,0,10,1,1,1,0,123.136773100196,1079.81373459185,0.00588030964668519,0.00889382167811841,0,0,0.125,0.125,12,0,12,1,0,1,1,0.978152056277056,0.905742694805195,"qtbase"
"qtbase.examples/network/download",0,108,0.157407408187586,7,25,0,4,0,4,0.428571428571429,1,1,1,7,0,7,1,0,4,1,8.58445103857567,6687.59806093952,0.000151515151515152,0.119608573489568,0,0,0,0,13,0,13,1,0,1,1,0.666666666666667,0.78999255952381,"qtbase"
"qtbase.examples/network/downloadmanager",0,196,0.137755102480737,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/network/fortuneclient",0,193,0.129533679207496,7,106,1,5,0,5,0.428571428571429,0.981238030452001,1,1,8,0,8,1,1,4,1,8.58445103857567,302.806667090314,0.000151515151515152,0.0252293362874403,1,1,0,0,15,0,15,1,0,1,1,0.666666666666667,0.789351851851852,"qtbase"
"qtbase.examples/network/fortuneserver",0,124,0.104838710399324,6,60,1,4,0,4,0.5,0.980743205927137,1,1,8,0,8,1,1,4,1,5.75702275134448,305.491111605366,0.000150473654657755,0.0258110372628833,1,1,0,0,14,0,14,1,0,1,1,0.666666666666667,0.763020833333333,"qtbase"
"qtbase.examples/network/googlesuggest",0,199,0.165829146147825,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/network/http",0,222,0.117117117514812,6,66,0,4,0,4,0.5,0.982339403086576,1,1,6,0,6,1,2,5,1,5.75702275134448,13.9137099849958,0.000150473654657755,0.0423211135156066,1,1,0,0,16,0,16,1,0,1,1,0.666666666666667,0.780919312169312,"qtbase"
"qtbase.examples/network/loopback",0,152,0.0921052637551939,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,3,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/multicastreceiver",0,57,0.0877192998461065,6,58,1,4,0,4,0.5,1,1,1,8,0,8,1,1,4,1,5.75702275134448,760.028990393245,0.000150473654657755,0.0284848340543271,0,0,0,0,14,0,14,1,0,1,1,0.666666666666667,0.761904761904762,"qtbase"
"qtbase.examples/network/multicastsender",0,84,0.0714285725340136,5,56,1,3,0,3,0.6,1,1,1,7,0,7,1,2,4,1,2.92959446411329,358.139333926439,0.000149432157800359,0.0250908917742834,0,0,0,0,12,0,12,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.examples/network/network-chat",0,632,0.167721519119031,6,206,0,4,0,4,0.5,0.992220828203952,1,1,9,0,9,1,2,4,1,5.75702275134448,70.1528763112485,0.000150473654657755,0.00987966471386366,1,1,0,0,15,0,15,1,0,1,1,0.666666666666667,0.755208333333333,"qtbase"
"qtbase.examples/network/securesocketclient",0,243,0.127572016819929,5,118,0,3,0,3,0.6,0.986244498461268,1,1,4,0,4,1,4,4,1,2.92959446411329,816.930107735963,0.000149432157800359,0.00485279653618821,2,2,0,0,15,0,15,1,0,1,1,0.666666666666667,0.782407407407407,"qtbase"
"qtbase.examples/network/threadedfortuneserver",0,123,0.0975609763434464,5,130,0,3,0,3,0.6,1,1,1,8,0,8,1,3,4,1,2.92959446411329,75.7334515734982,0.000149432157800359,0.00597324471545992,1,1,0,0,14,0,14,1,0,1,1,0.666666666666667,0.729166666666667,"qtbase"
"qtbase.examples/network/torrent",4,3774,0.17514573399112,12,494,2,9,0,9,0.25,0.991166824850276,1,1,16,0,17,1,3,4,2,115.303535353535,220.757138870254,0.0198079231692677,0.0828404370432508,0,0,0,0.032051282051282,29,0,29,0.9375,0,1,0.94921875,0.90625,0.801302083333333,"qtbase"
"qtbase.examples/opengl/2dpainting",0,150,0.0733333339511111,4,162,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,10,0,10,1,0,1,1,0.666666666666667,0.703703703703704,"qtbase"
"qtbase.examples/opengl/cube",1,202,0.108910891530242,7,98,1,5,0,5,0.428571428571429,0.985584530150256,1,1,14,0,14,1,1,4,1,8.58445103857567,120.049874676379,0.000151515151515152,0.108290030921025,5,5,0,0,29,0,29,0.888888888888889,0,1,0.876543209876543,0.888888888888889,0.746141975308642,"qtbase"
"qtbase.examples/opengl/framebufferobject2",0,195,0.0871794876476003,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/opengl/grabber",0,417,0.115107913881269,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,16,0,16,1,0,1,1,0.666666666666667,0.762152777777778,"qtbase"
"qtbase.examples/opengl/hellogl",0,209,0.124401914294545,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/opengl/hellogl_es",0,243,0.0617283954478484,5,56,0,3,0,3,0.6,1,1,1,5,0,5,1,2,4,1,2.92959446411329,153.962615660185,0.000149432157800359,0.00219615493217818,1,2,0,0.0285714285714286,11,0,11,1,0,1,1,0.666666666666667,0.788159013605442,"qtbase"
"qtbase.examples/opengl/hellogl_es2",2,539,0.0742115029546918,4,126,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,2,2,0,0,16,0,16,1,0,1,1,0.666666666666667,0.770061728395062,"qtbase"
"qtbase.examples/opengl/hellowindow",1,349,0.0830945561366491,11,129,1,9,0,9,0.272727272727273,1,1,1,21,0,21,1,0,6,1,12.9848854037451,353.677469635473,0.00223214285714286,0.0618610969576358,0,1,0,0.0413223140495868,32,14,18,1,0,1,1,0.978260869565217,0.914817911557042,"qtbase"
"qtbase.examples/opengl/overpainting",0,291,0.140893471085604,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,18,0,18,1,0,1,1,0.666666666666667,0.762152777777778,"qtbase"
"qtbase.examples/opengl/paintedwindow",0,177,0.129943503316416,8,147,1,6,0,6,0.375,0.960110555113179,1,1,10,0,10,1,1,4,1,22.6702956947264,45.6694754718346,0.001191829004329,0.0642081797134245,1,1,0,0.0166666666666667,20,0,20,1,0,1,1,0.968077570176215,0.88843325442978,"qtbase"
"qtbase.examples/opengl/pbuffers",0,521,0.138195777516661,7,120,0,5,0,5,0.428571428571429,0.987061879966313,1,1,12,0,12,1,2,5,1,5.34680762275699,132.222059349026,0.000151515151515152,0.00257821815361153,0,0,0,0.0408163265306122,16,0,16,1,0,1,1,0.666666666666667,0.78060333414803,"qtbase"
"qtbase.examples/opengl/pbuffers2",0,267,0.112359550894247,5,62,0,3,0,3,0.6,0.987312903575505,1,1,5,0,5,1,3,4,1,2.92959446411329,116.857031768166,0.000149432157800359,0.00152974069514675,0,0,0,0,10,0,10,1,0,1,1,0.666666666666667,0.719883786848073,"qtbase"
"qtbase.examples/opengl/samplebuffers",0,137,0.0802919714742394,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,3,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/opengl/shared",0,274,0.145985401771538,6,58,0,4,0,4,0.5,1,1,1,11,0,11,1,2,5,1,4.13820104343514,58.8276543724243,0.000150473654657755,0.00180888041182736,0,0,0,0.0277777777777778,17,0,17,1,0,1,1,0.666666666666667,0.768468271789754,"qtbase"
"qtbase.examples/opengl/textures",1,194,0.134020619003082,5,92,0,3,0,3,0.6,0.984609484963535,1,1,9,0,9,1,0,4,1,2.92959446411329,69.5238237223577,0.000149432157800359,0.00213170810081406,0,0,0,0.04,14,0,14,1,0,1,1,0.666666666666667,0.75297619047619,"qtbase"
"qtbase.examples/qmake/precompile",0,40,0.1250000021875,4,126,0,2,0,2,0.75,1,1,1,4,0,4,1,3,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/qmake/tutorial",0,19,0.105263162603878,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,0,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/qpa/windows",0,181,0.127071823686701,9,113,1,7,0,7,0.333333333333333,0.979098771807632,1,1,10,0,10,1,3,5,1,8.58445103857567,377.357024286404,0.00223214285714286,0.0363582059287343,0,0,0.0555555555555556,0.0555555555555556,16,0,16,1,0,1,1,0.9375,0.856348598253234,"qtbase"
"qtbase.examples/qtconcurrent/imagescaling",0,102,0.107843138129566,5,56,0,3,0,3,0.6,1,1,1,5,0,5,1,2,5,1,0.867800195248942,2.51289396548916,0.000148367952522255,0.000107162519483575,2,2,0,0.0285714285714286,14,0,14,1,0,1,1,0.666666666666667,0.749727668845316,"qtbase"
"qtbase.examples/qtconcurrent/map",0,15,0.200000005333333,5,22,0,3,0,3,0.6,1,1,1,4,0,4,1,2,4,1,2.92959446411329,486.382191069297,0.000149432157800359,0.0500908917742834,1,1,0,0,11,0,11,1,0,1,1,0.666666666666667,0.738095238095238,"qtbase"
"qtbase.examples/qtconcurrent/progressdialog",0,28,0.142857145918367,5,19,0,3,0,3,0.6,1,1,1,5,0,5,1,1,5,1,0.867800195248942,2.51289396548916,0.000148367952522255,0.000107162519483575,1,1,0,0.0333333333333333,13,0,13,1,0,1,1,0.666666666666667,0.71844362745098,"qtbase"
"qtbase.examples/qtconcurrent/runfunction",0,13,0.15384616035503,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/qtconcurrent/wordcount",0,75,0.106666667857778,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql",0,54,0.0370370388203018,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,3,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,11,0,11,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.examples/sql/books",0,220,0.150000000386364,4,326,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.688888888888889,"qtbase"
"qtbase.examples/sql/cachedtable",0,70,0.0857142870204082,5,56,0,3,0,3,0.6,0.981469313934892,1,1,9,0,9,1,3,4,1,2.92959446411329,69.5238237223577,0.000149432157800359,0.00213170810081406,1,1,0,0.0333333333333333,14,0,14,1,0,1,1,0.666666666666667,0.729166666666667,"qtbase"
"qtbase.examples/sql/drilldown",0,301,0.122923588331255,7,142,0,4,0,4,0.428571428571429,0.954292751178956,1,1,8,0,8,1,2,4,1,8.58445103857567,51.2506524440182,0.000151515151515152,0.0797645621145257,1,1,0.0714285714285714,0.107142857142857,15,0,15,1,0,1,1,0.75,0.792380952380952,"qtbase"
"qtbase.examples/sql/masterdetail",1,602,0.101328903803766,6,112,0,4,0,4,0.5,1,1,1,6,0,6,1,3,4,2,5.75702275134448,955.903990393245,0.000150473654657755,0.166742409811903,1,1,0,0,15,0,15,1,0,1,1,0.666666666666667,0.778133903133903,"qtbase"
"qtbase.examples/sql/querymodel",0,121,0.157024794085104,4,90,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql/relationaltablemodel",0,48,0.104166668532986,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql/sqlbrowser",0,520,0.178846154004068,8,481,0,6,0,6,0.375,0.988453109532545,1,1,17,0,17,1,2,4,1,109.36734289018,324.749992895178,0.00517779839208411,0.00788089263919691,1,1,0,0.0277777777777778,24,0,24,1,0,1,1,0.733333333333333,0.802622958980486,"qtbase"
"qtbase.examples/sql/sqlwidgetmapper",0,128,0.0468750007446289,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,0,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
